Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Home,Chrome 132.0.6834.160,,,11-02-2025 09:59:48,11-02-2025 10:01:10,1m - 22.329s,FAILED
,,,,,,,
Test Cases/Home/홈화면 확인/숏컷 객체 강조,Chrome 132.0.6834.160,,,11-02-2025 09:59:48,11-02-2025 10:00:05,16.843s,PASSED
"openBrowser("""")",Chrome 132.0.6834.160,,,11-02-2025 09:59:48,11-02-2025 09:59:50,2.004s,PASSED
"navigateToUrl(""https:/qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 09:59:50,11-02-2025 09:59:52,1.708s,PASSED
"searchBox = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/input_More_q"")",Chrome 132.0.6834.160,,,11-02-2025 09:59:52,11-02-2025 09:59:52,0.055s,PASSED
HighlightElement.run(searchBox),Chrome 132.0.6834.160,,,11-02-2025 09:59:52,11-02-2025 09:59:56,4.197s,PASSED
"verifyElementPresent(searchBox, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:59:56,11-02-2025 09:59:57,1.126s,PASSED
"logoImage = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24"")",Chrome 132.0.6834.160,,,11-02-2025 09:59:57,11-02-2025 09:59:57,0.008s,PASSED
HighlightElement.run(logoImage),Chrome 132.0.6834.160,,,11-02-2025 09:59:57,11-02-2025 09:59:59,2.286s,PASSED
"verifyElementPresent(logoImage, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:59:59,11-02-2025 10:00:00,0.240s,PASSED
"loginButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Login"")",Chrome 132.0.6834.160,,,11-02-2025 10:00:00,11-02-2025 10:00:00,0.005s,PASSED
HighlightElement.run(loginButton),Chrome 132.0.6834.160,,,11-02-2025 10:00:00,11-02-2025 10:00:02,2.300s,PASSED
"verifyElementPresent(loginButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:00:02,11-02-2025 10:00:02,0.244s,PASSED
"publishButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Publish"")",Chrome 132.0.6834.160,,,11-02-2025 10:00:02,11-02-2025 10:00:02,0.005s,PASSED
HighlightElement.run(publishButton),Chrome 132.0.6834.160,,,11-02-2025 10:00:02,11-02-2025 10:00:04,2.295s,PASSED
"verifyElementPresent(publishButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:00:04,11-02-2025 10:00:05,0.228s,PASSED
"comment(""✅ Test 1 완료. 브라우저 유지 상태에서 Test 2 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:00:05,11-02-2025 10:00:05,0.013s,PASSED
,,,,,,,
